"","X","Borne.de.sortie","Date.de.sortie","Date.de.retour","Borne.de.retour"
"45183",92582,"84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD","6-10-16 18:38","6-10-16 18:45","93_AVADA_BLASCO_IBAÑEZ_DESP_C_POETA_DURAN_TORTAJAD"
"45184",92583,"84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD","6-10-16 21:57","6-10-16 22:05","062_MENORCA"
"45185",92584,"84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD","6-10-16 17:50","6-10-16 17:57","93_AVADA_BLASCO_IBAÑEZ_DESP_C_POETA_DURAN_TORTAJAD"
"45186",92585,"84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD","6-10-16 20:14","6-10-16 20:22","097_AVDA. BLASCO IBAÑEZ 7"
"45187",92586,"84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD","6-10-16 13:01","6-10-16 13:08","073_JERONIMO MONSORIU"
"45188",92587,"84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD","6-10-16 11:05","6-10-16 11:11","069_AVDA. DEL PUERTO"
"45189",92588,"84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD","6-10-16 7:53","6-10-16 7:59","100_AVDA. BLASCO IBAÑEZ 9"
"45190",92589,"84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD","6-10-16 15:34","6-10-16 15:39","151_JERONIMO MONSORIU"
"45191",92590,"84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD","6-10-16 17:55","6-10-16 17:59","158_DR.LLUNCH"
"45192",92591,"84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD","6-10-16 20:29","6-10-16 20:34","159_FRANCISCO CUBELLS"
"45193",92592,"84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD","6-10-16 9:10","6-10-16 9:15","069_AVDA. DEL PUERTO"
"45194",92593,"84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD","6-10-16 8:15","6-10-16 8:20","068_AVDA. DEL PUERTO IV"
"45195",92594,"84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD","6-10-16 16:45","6-10-16 16:49","151_JERONIMO MONSORIU"
"45196",92595,"84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD","6-10-16 14:04","6-10-16 14:04","84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD"
"45197",92596,"84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD","6-10-16 7:51","6-10-16 7:52","84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD"
"45198",92597,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 14:12","6-10-16 14:39","028_NAVARRO REVERTE"
"45199",92598,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 10:05","6-10-16 10:31","085_AVDA_BLASCO IBAÑEZ 1"
"45200",92599,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 11:45","6-10-16 12:10","39_AVDA. PERIS Y VALERO"
"45201",92600,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 10:06","6-10-16 10:26","39_AVDA. PERIS Y VALERO"
"45202",92601,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 13:32","6-10-16 13:52","030_CIRILO AMOROS"
"45203",92602,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 8:00","6-10-16 8:19","015_RIBERA"
"45204",92603,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 20:45","6-10-16 21:05","207_CALLE_MILLARES_ESQ_CALLE_FEDERICO_GARCA_LORCA"
"45205",92604,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 13:34","6-10-16 13:53","007_PZA_DEL_MERCADO_TAULA_DE_CANVIS"
"45206",92605,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 13:19","6-10-16 13:36","37_AVDA. PERIS Y VALERO"
"45207",92606,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 20:10","6-10-16 20:28","003_PLAZA_MUSICO_LOPEZ_CHAVARRI"
"45208",92607,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 17:13","6-10-16 17:31","247_AVDA_TRES_CRUCES_MUSICO_AYLLON"
"45209",92608,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 13:35","6-10-16 13:53","007_PZA_DEL_MERCADO_TAULA_DE_CANVIS"
"45210",92609,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 7:50","6-10-16 8:07","189_HOSPITAL_NUEVA_FE"
"45211",92610,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 20:00","6-10-16 20:17","199_CALLE_BEATO_NICOLAS_FACTOR"
"45212",92611,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 10:42","6-10-16 10:59","091_CALLE_GRABADOR_JORDAN_46_PLAZA_ESCULTOR_PASTOR"
"45213",92612,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 15:13","6-10-16 15:28","006_GUILLEN_CASTRO_CON_CALLE_SAN_PEDRO_PASCUAL"
"45214",92613,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 8:03","6-10-16 8:16","008_PLAZA_DE_LA_REINA_ESQUINA_CALLE_DEL_MAR"
"45215",92614,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 8:02","6-10-16 8:15","011_PZA_AYTO_CON_CALLE_COTANDA"
"45216",92615,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 20:34","6-10-16 20:48","253_PLAZA_JOSE_MELIA_CASTELLO_CAMPOS_CRESPO"
"45217",92616,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 17:49","6-10-16 18:02","190_CTRA_MALILLA"
"45218",92617,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 17:02","6-10-16 17:15","017_ESTACION RENFE I"
"45219",92618,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 9:41","6-10-16 9:54","017_ESTACION RENFE I"
"45220",92619,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 7:37","6-10-16 7:48","258_PINTOR_RAFAEL_SOLVES_ESQ_JOSE_SOTO_MICO"
"45221",92620,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 7:49","6-10-16 8:01","008_PLAZA_DE_LA_REINA_ESQUINA_CALLE_DEL_MAR"
"45222",92621,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 7:47","6-10-16 7:59","246_AVDA_TRES_CRUCES_ENTRADA_HOSPITAL_GENERAL"
"45223",92622,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 20:50","6-10-16 21:02","194_ESTACION_AVE_JOAQUIN_SOROLLA"
"45224",92623,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 20:56","6-10-16 21:06","058_PLAZA DE ESPAÑA"
"45225",92624,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 15:18","6-10-16 15:29","026_CALLE_SAN_JOSE_DE_CALASANZ"
"45226",92625,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 8:58","6-10-16 9:09","017_ESTACION RENFE I"
"45227",92626,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 22:07","6-10-16 22:17","255_SAN_VICENTE_MARTIR_TOMAS_DE_VILLAROYA"
"45228",92627,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 9:44","6-10-16 9:54","025_CALLE_DEL_ALBERIC"
"45229",92628,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 21:54","6-10-16 22:04","199_CALLE_BEATO_NICOLAS_FACTOR"
"45230",92629,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 1:00","6-10-16 1:11","254_AVDA_DR_TOMAS_SALA_CARTEROS"
"45231",92630,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 8:18","6-10-16 8:28","189_HOSPITAL_NUEVA_FE"
"45232",92631,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 17:55","6-10-16 18:04","196_AVDA_GASPAR_AGUILAR"
"45233",92632,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 15:12","6-10-16 15:21","194_ESTACION_AVE_JOAQUIN_SOROLLA"
"45234",92633,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 20:21","6-10-16 20:30","254_AVDA_DR_TOMAS_SALA_CARTEROS"
"45235",92634,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 16:36","6-10-16 16:46","259_CALLE_PIO_IX_POLIDEPORTIVO_RAMBLETA"
"45236",92635,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 11:11","6-10-16 11:20","017_ESTACION RENFE I"
"45237",92636,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 8:04","6-10-16 8:12","207_CALLE_MILLARES_ESQ_CALLE_FEDERICO_GARCA_LORCA"
"45238",92637,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 14:08","6-10-16 14:16","254_AVDA_DR_TOMAS_SALA_CARTEROS"
"45239",92638,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 18:37","6-10-16 18:44","259_CALLE_PIO_IX_POLIDEPORTIVO_RAMBLETA"
"45240",92639,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 12:18","6-10-16 12:25","199_CALLE_BEATO_NICOLAS_FACTOR"
"45241",92640,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 7:52","6-10-16 7:59","027_CALLE_SAN_VICENTE_MARTIR_129"
"45242",92641,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 16:55","6-10-16 17:03","193_CALLE_CARTEROS"
"45243",92642,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 20:44","6-10-16 20:51","253_PLAZA_JOSE_MELIA_CASTELLO_CAMPOS_CRESPO"
"45244",92643,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 16:46","6-10-16 16:52","199_CALLE_BEATO_NICOLAS_FACTOR"
"45245",92644,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 6:14","6-10-16 6:21","257_PLAZA_SALVADOR_SORIA_ESQ_PIO_X"
"45246",92645,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 7:46","6-10-16 7:53","195_CALLE_GIORGETA"
"45247",92646,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 21:05","6-10-16 21:12","254_AVDA_DR_TOMAS_SALA_CARTEROS"
"45248",92647,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 12:25","6-10-16 12:32","198_CALLE_FONTANARS_DELS_AFORINS"
"45249",92648,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 18:36","6-10-16 18:44","254_AVDA_DR_TOMAS_SALA_CARTEROS"
"45250",92649,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 14:47","6-10-16 14:53","257_PLAZA_SALVADOR_SORIA_ESQ_PIO_X"
"45251",92650,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 18:26","6-10-16 18:31","250_AVDA_TRES_CRUCES_PIO_XI"
"45252",92651,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 19:45","6-10-16 19:49","208_CALLE_CARTEROS_ESQ_CALLE_MOSSEN_FEBRER"
"45253",92652,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 10:24","6-10-16 10:28","209_AVDA_GASPAR_AGUILAR_ESQ_CALLE_MUSICO_PENELLA"
"45254",92653,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 22:24","6-10-16 22:26","209_AVDA_GASPAR_AGUILAR_ESQ_CALLE_MUSICO_PENELLA"
"45255",92654,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 12:24","6-10-16 12:25","86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA"
"45256",92655,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 7:59","6-10-16 7:59","86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA"
"45257",92656,"86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA","6-10-16 19:37","6-10-16 19:37","86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA"
"45258",92657,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 14:57","6-10-16 15:30","256_AVDA_TRES_FORQUES_TURIS"
"45259",92658,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 13:17","6-10-16 13:46","069_AVDA. DEL PUERTO"
"45260",92659,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 0:09","6-10-16 0:38","118_C/ DR. GOMEZ FERRER"
"45261",92660,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 15:10","6-10-16 15:38","50_AVDA. AUTOPISTA DEL SALER"
"45262",92661,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 15:07","6-10-16 15:36","93_AVADA_BLASCO_IBAÑEZ_DESP_C_POETA_DURAN_TORTAJAD"
"45263",92662,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 19:24","6-10-16 19:48","47_AVDA. AUTOPISTA DEL SALER"
"45264",92663,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 15:14","6-10-16 15:37","38_AVDA. PERIS Y VALERO"
"45265",92664,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 11:45","6-10-16 12:07","221_AVDA_MANUEL_DE_FALLA_ESQ_CALLE_HERNANDEZ_LAZAR"
"45266",92665,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 15:11","6-10-16 15:32","136_CALLE_ECONOMISTA_GAY"
"45267",92666,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 9:55","6-10-16 10:15","003_PLAZA_MUSICO_LOPEZ_CHAVARRI"
"45268",92667,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 17:46","6-10-16 18:06","092_AVDA. DE ARAGON, 4 - ESQ AVDA BLASCO IBAÑEZ"
"45269",92668,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 19:09","6-10-16 19:29","184_CALLE_BOMBER_RAMON_DUART"
"45270",92669,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 15:12","6-10-16 15:33","70_CALLE_COLON_ESQ_ALMIRANTE_ROGER_DE_LAURIA"
"45271",92670,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 15:54","6-10-16 16:12","101_AVDA. BLASCO IBAÑEZ 10"
"45272",92671,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 13:50","6-10-16 14:08","059_AVDA. DE BALEARES I"
"45273",92672,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 15:57","6-10-16 16:14","111_COLEGIO MAYOR"
"45274",92673,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 11:20","6-10-16 11:37","137_CALLE_ECONOMISTA_GAY"
"45275",92674,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 12:40","6-10-16 12:58","112_AVDA. DE LOS NARANJOS"
"45276",92675,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 13:00","6-10-16 13:19","150_DR. MANUEL CANDELA"
"45277",92676,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 14:51","6-10-16 15:09","143_AVDA. MENENDEZ PIDAL"
"45278",92677,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 13:51","6-10-16 14:08","059_AVDA. DE BALEARES I"
"45279",92678,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 18:22","6-10-16 18:39","261_PZA_XUQUER_ESQ_VINALOPO"
"45280",92679,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 16:49","6-10-16 17:06","073_JERONIMO MONSORIU"
"45281",92680,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 12:35","6-10-16 12:53","020_FERNANDO_EL_CATOLICO_CALLE_QUART"
"45282",92681,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 14:30","6-10-16 14:47","113_ETS CAMINOS"
"45283",92682,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 13:04","6-10-16 13:21","068_AVDA. DEL PUERTO IV"
"45284",92683,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 13:32","6-10-16 13:49","150_DR. MANUEL CANDELA"
"45285",92684,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 13:52","6-10-16 14:09","54_PASEO ALAMEDA"
"45286",92685,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 16:48","6-10-16 17:05","35_C/ DUQUE DE CALABRIA"
"45287",92686,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 14:54","6-10-16 15:10","150_DR. MANUEL CANDELA"
"45288",92687,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 17:42","6-10-16 17:58","014_BARÓN CARCER"
"45289",92688,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 8:28","6-10-16 8:43","096_AVDA. BLASCO IBAÑEZ 6"
"45290",92689,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 10:43","6-10-16 10:59","42_AVDA. DE LA PLATA"
"45291",92690,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 15:11","6-10-16 15:27","032_C/ CONDE DE ALTEA"
"45292",92691,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 15:23","6-10-16 15:39","073_JERONIMO MONSORIU"
"45293",92692,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 13:46","6-10-16 14:02","033_GRAN_VIA_GERMANIAS_ESQ_CALLE_RUZAFA"
"45294",92693,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 14:58","6-10-16 15:14","098_SANTOS JUSTO Y PASTOR"
"45295",92694,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 15:09","6-10-16 15:24","152_C/ LITERATO AZORÍN"
"45296",92695,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 22:20","6-10-16 22:35","008_PLAZA_DE_LA_REINA_ESQUINA_CALLE_DEL_MAR"
"45297",92696,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 14:31","6-10-16 14:47","113_ETS CAMINOS"
"45298",92697,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 13:00","6-10-16 13:15","54_PASEO ALAMEDA"
"45299",92698,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 14:32","6-10-16 14:47","153_C/ LLANO DE ZAIDA"
"45300",92699,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 16:55","6-10-16 17:10","032_C/ CONDE DE ALTEA"
"45301",92700,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 17:45","6-10-16 18:00","016_COLON I"
"45302",92701,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 14:26","6-10-16 14:41","37_AVDA. PERIS Y VALERO"
"45303",92702,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 14:55","6-10-16 15:10","202_PASEO_PECHINA"
"45304",92703,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 13:29","6-10-16 13:43","096_AVDA. BLASCO IBAÑEZ 6"
"45305",92704,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 17:11","6-10-16 17:26","008_PLAZA_DE_LA_REINA_ESQUINA_CALLE_DEL_MAR"
"45306",92705,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 17:12","6-10-16 17:26","008_PLAZA_DE_LA_REINA_ESQUINA_CALLE_DEL_MAR"
"45307",92706,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 15:24","6-10-16 15:37","063_AVDA. DEL PUERTO I"
"45308",92707,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 19:21","6-10-16 19:34","93_AVADA_BLASCO_IBAÑEZ_DESP_C_POETA_DURAN_TORTAJAD"
"45309",92708,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 15:16","6-10-16 15:28","097_AVDA. BLASCO IBAÑEZ 7"
"45310",92709,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 14:49","6-10-16 15:03","125_C/ MASQUEFA"
"45311",92710,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 14:34","6-10-16 14:47","134_C/ MAXIMILIANO THOUS"
"45312",92711,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 16:49","6-10-16 17:02","064_AVDA. DEL PUERTO II"
"45313",92712,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 8:44","6-10-16 8:57","001_GUILLEN_DE_CASTRO"
"45314",92713,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 11:10","6-10-16 11:23","100_AVDA. BLASCO IBAÑEZ 9"
"45315",92714,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 11:50","6-10-16 12:03","110_KISSHOMARU"
"45316",92715,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 12:00","6-10-16 12:13","011_PZA_AYTO_CON_CALLE_COTANDA"
"45317",92716,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 17:07","6-10-16 17:20","096_AVDA. BLASCO IBAÑEZ 6"
"45318",92717,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 19:45","6-10-16 19:58","075_CAMPOAMOR I"
"45319",92718,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 8:39","6-10-16 8:51","004_PLAZA_DE_LA_VIRGEN_CALLE_BAILIA"
"45320",92719,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 7:52","6-10-16 8:03","097_AVDA. BLASCO IBAÑEZ 7"
"45321",92720,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 9:45","6-10-16 9:57","036_PZA_LOS_FUEROS_CONDE_TRENOR"
"45322",92721,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 16:32","6-10-16 16:44","074_PLAZA SAN FELIPE NERI"
"45323",92722,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 17:17","6-10-16 17:29","93_AVADA_BLASCO_IBAÑEZ_DESP_C_POETA_DURAN_TORTAJAD"
"45324",92723,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 17:10","6-10-16 17:21","261_PZA_XUQUER_ESQ_VINALOPO"
"45325",92724,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 14:47","6-10-16 14:59","097_AVDA. BLASCO IBAÑEZ 7"
"45326",92725,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 12:37","6-10-16 12:49","031_CALLE SALAMANCA"
"45327",92726,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 17:07","6-10-16 17:18","93_AVADA_BLASCO_IBAÑEZ_DESP_C_POETA_DURAN_TORTAJAD"
"45328",92727,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 13:30","6-10-16 13:41","097_AVDA. BLASCO IBAÑEZ 7"
"45329",92728,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 17:44","6-10-16 17:54","079_AVDA. ARAGON II"
"45330",92729,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 9:01","6-10-16 9:12","097_AVDA. BLASCO IBAÑEZ 7"
"45331",92730,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 15:08","6-10-16 15:19","102_AVDA.RAMON LLUL"
"45332",92731,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 7:56","6-10-16 8:08","030_CIRILO AMOROS"
"45333",92732,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 10:44","6-10-16 10:55","100_AVDA. BLASCO IBAÑEZ 9"
"45334",92733,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 15:00","6-10-16 15:11","104_ALBALAT DELS TARONGERS"
"45335",92734,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 13:02","6-10-16 13:13","036_PZA_LOS_FUEROS_CONDE_TRENOR"
"45336",92735,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 12:18","6-10-16 12:28","102_AVDA.RAMON LLUL"
"45337",92736,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 16:59","6-10-16 17:08","097_AVDA. BLASCO IBAÑEZ 7"
"45338",92737,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 14:52","6-10-16 15:02","063_AVDA. DEL PUERTO I"
"45339",92738,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 15:09","6-10-16 15:19","074_PLAZA SAN FELIPE NERI"
"45340",92739,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 12:58","6-10-16 13:08","128_C/ ALFAUIR"
"45341",92740,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 17:45","6-10-16 17:56","009_PLAZA_TETUAN_4"
"45342",92741,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 12:08","6-10-16 12:18","063_AVDA. DEL PUERTO I"
"45343",92742,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 12:58","6-10-16 13:07","097_AVDA. BLASCO IBAÑEZ 7"
"45344",92743,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 13:23","6-10-16 13:32","102_AVDA.RAMON LLUL"
"45345",92744,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 13:10","6-10-16 13:19","096_AVDA. BLASCO IBAÑEZ 6"
"45346",92745,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 14:38","6-10-16 14:47","096_AVDA. BLASCO IBAÑEZ 6"
"45347",92746,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 12:22","6-10-16 12:31","105_AVDA. DE LOS NARANJOS"
"45348",92747,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 22:19","6-10-16 22:28","029_PLAZA AMERICA"
"45349",92748,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 12:34","6-10-16 12:44","096_AVDA. BLASCO IBAÑEZ 6"
"45350",92749,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 15:02","6-10-16 15:11","096_AVDA. BLASCO IBAÑEZ 6"
"45351",92750,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 13:32","6-10-16 13:41","103_RUBEN DARIO"
"45352",92751,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 22:18","6-10-16 22:27","029_PLAZA AMERICA"
"45353",92752,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 13:58","6-10-16 14:07","013_PZA. ALFONSO MAGNANIMO_CON_CALLE_LA_NAVE"
"45354",92753,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 13:57","6-10-16 14:06","096_AVDA. BLASCO IBAÑEZ 6"
"45355",92754,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 12:25","6-10-16 12:33","261_PZA_XUQUER_ESQ_VINALOPO"
"45356",92755,"87_AVDA BLASCO IBAÑEZ 2","6-10-16 16:22","6-10-16 16:31","90_AVDA. BLASCO IBAÑEZ "
